user_id,activity_date,activity_time,hour_of_day,step_total,data_source
1503960366,2016-04-30,01:00:00,1,65,fitbit_kaggle
1503960366,2016-05-03,01:00:00,1,79,fitbit_kaggle
1503960366,2016-05-08,01:00:00,1,0,fitbit_kaggle
1503960366,2016-04-27,01:00:00,1,60,fitbit_kaggle
1503960366,2016-05-09,01:00:00,1,0,fitbit_kaggle
1503960366,2016-04-25,01:00:00,1,22,fitbit_kaggle
1503960366,2016-04-24,01:00:00,1,42,fitbit_kaggle
1503960366,2016-05-10,01:00:00,1,92,fitbit_kaggle
1503960366,2016-05-02,01:00:00,1,119,fitbit_kaggle
1503960366,2016-04-17,01:00:00,1,0,fitbit_kaggle
1503960366,2016-04-13,01:00:00,1,0,fitbit_kaggle
1503960366,2016-04-29,01:00:00,1,0,fitbit_kaggle
1503960366,2016-04-15,01:00:00,1,75,fitbit_kaggle
1503960366,2016-05-11,01:00:00,1,45,fitbit_kaggle
1503960366,2016-05-05,01:00:00,1,113,fitbit_kaggle
1503960366,2016-04-16,01:00:00,1,0,fitbit_kaggle
1503960366,2016-05-07,01:00:00,1,0,fitbit_kaggle
1503960366,2016-04-21,01:00:00,1,129,fitbit_kaggle
1503960366,2016-04-12,01:00:00,1,160,fitbit_kaggle
1503960366,2016-04-18,01:00:00,1,0,fitbit_kaggle
1503960366,2016-04-23,01:00:00,1,0,fitbit_kaggle
1503960366,2016-04-19,01:00:00,1,22,fitbit_kaggle
1503960366,2016-04-18,02:00:00,2,0,fitbit_kaggle
1503960366,2016-05-04,02:00:00,2,0,fitbit_kaggle
1503960366,2016-04-13,02:00:00,2,0,fitbit_kaggle
1503960366,2016-04-16,02:00:00,2,63,fitbit_kaggle
1503960366,2016-04-26,02:00:00,2,0,fitbit_kaggle
1503960366,2016-05-03,02:00:00,2,20,fitbit_kaggle
1503960366,2016-04-28,02:00:00,2,0,fitbit_kaggle
1503960366,2016-05-06,02:00:00,2,88,fitbit_kaggle
1503960366,2016-04-21,02:00:00,2,81,fitbit_kaggle
1503960366,2016-04-23,02:00:00,2,11,fitbit_kaggle
1503960366,2016-04-14,02:00:00,2,0,fitbit_kaggle
1503960366,2016-04-22,02:00:00,2,0,fitbit_kaggle
1503960366,2016-04-27,02:00:00,2,17,fitbit_kaggle
1503960366,2016-05-02,02:00:00,2,0,fitbit_kaggle
1503960366,2016-04-24,02:00:00,2,0,fitbit_kaggle
1503960366,2016-04-29,02:00:00,2,71,fitbit_kaggle
1503960366,2016-04-19,02:00:00,2,0,fitbit_kaggle
1503960366,2016-05-08,02:00:00,2,0,fitbit_kaggle
1503960366,2016-05-01,02:00:00,2,36,fitbit_kaggle
1503960366,2016-04-12,02:00:00,2,151,fitbit_kaggle
1503960366,2016-04-17,02:00:00,2,0,fitbit_kaggle
1503960366,2016-05-09,02:00:00,2,0,fitbit_kaggle
1503960366,2016-05-05,02:00:00,2,19,fitbit_kaggle
1503960366,2016-04-15,02:00:00,2,124,fitbit_kaggle
1503960366,2016-05-07,02:00:00,2,19,fitbit_kaggle
1503960366,2016-04-20,02:00:00,2,0,fitbit_kaggle
1503960366,2016-04-25,02:00:00,2,97,fitbit_kaggle
1503960366,2016-05-10,02:00:00,2,0,fitbit_kaggle
1503960366,2016-04-30,02:00:00,2,0,fitbit_kaggle
1503960366,2016-05-11,02:00:00,2,73,fitbit_kaggle
1503960366,2016-04-18,03:00:00,3,0,fitbit_kaggle
1503960366,2016-04-25,03:00:00,3,0,fitbit_kaggle
1503960366,2016-05-06,03:00:00,3,0,fitbit_kaggle
1503960366,2016-05-02,03:00:00,3,21,fitbit_kaggle
1503960366,2016-05-04,03:00:00,3,0,fitbit_kaggle
1503960366,2016-04-14,03:00:00,3,0,fitbit_kaggle
1503960366,2016-05-10,03:00:00,3,0,fitbit_kaggle
1503960366,2016-04-30,03:00:00,3,6,fitbit_kaggle
1503960366,2016-05-07,03:00:00,3,0,fitbit_kaggle
1503960366,2016-05-09,03:00:00,3,0,fitbit_kaggle
